"22:17:47.688 | 14 | 0000 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -52"
"22:17:47.939 | 14 | 0001 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -55"
"22:17:48.175 | 14 | 0002 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:17:48.410 | 14 | 0003 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -55"
"22:17:48.646 | 14 | 0004 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:48.881 | 14 | 0005 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:17:49.132 | 14 | 0006 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:49.368 | 14 | 0007 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:49.619 | 14 | 0008 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:49.856 | 14 | 0009 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:50.122 | 14 | 0010 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:50.357 | 14 | 0011 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -57"
"22:17:50.602 | 14 | 0012 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:50.850 | 14 | 0013 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:51.102 | 14 | 0014 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:51.354 | 14 | 0015 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -55"
"22:17:51.621 | 14 | 0016 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:51.873 | 14 | 0017 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:52.108 | 14 | 0018 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:52.343 | 14 | 0019 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:52.584 | 14 | 0020 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:52.819 | 14 | 0021 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:53.064 | 14 | 0022 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -57"
"22:17:53.299 | 14 | 0023 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -57"
"22:17:53.550 | 14 | 0024 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:53.802 | 14 | 0025 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:54.052 | 14 | 0026 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:54.300 | 14 | 0027 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:54.552 | 14 | 0028 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:54.803 | 14 | 0029 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:55.040 | 14 | 0030 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:55.290 | 14 | 0031 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:55.541 | 14 | 0032 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:55.792 | 14 | 0033 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:56.042 | 14 | 0034 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:56.293 | 14 | 0035 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:56.543 | 14 | 0036 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:56.810 | 14 | 0037 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:57.045 | 14 | 0038 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:57.296 | 14 | 0039 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:57.532 | 14 | 0040 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:57.799 | 14 | 0041 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:58.034 | 14 | 0042 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:58.286 | 14 | 0043 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:58.521 | 14 | 0044 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:58.773 | 14 | 0045 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:59.009 | 14 | 0046 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:59.260 | 14 | 0047 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:59.480 | 14 | 0048 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:59.715 | 14 | 0049 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:17:59.966 | 14 | 0050 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:18:00.202 | 14 | 0051 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:18:00.450 | 14 | 0052 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:18:00.691 | 14 | 0053 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:18:00.955 | 14 | 0054 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:18:01.191 | 14 | 0055 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:18:01.441 | 14 | 0056 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:18:01.678 | 14 | 0057 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:18:01.928 | 14 | 0058 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -55"
"22:18:02.180 | 14 | 0059 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -55"
"22:18:02.415 | 14 | 0060 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -55"
"22:18:02.666 | 14 | 0061 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -55"
"22:18:02.902 | 14 | 0062 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -55"
"22:18:03.152 | 14 | 0063 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -55"
"22:18:03.389 | 14 | 0064 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -55"
"22:18:03.626 | 14 | 0065 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:03.886 | 14 | 0066 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:04.136 | 14 | 0067 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -53"
"22:18:04.370 | 14 | 0068 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -53"
"22:18:04.622 | 14 | 0069 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:04.856 | 14 | 0070 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:05.094 | 14 | 0071 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:05.345 | 14 | 0072 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:05.612 | 14 | 0073 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:05.863 | 14 | 0074 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:06.118 | 14 | 0075 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:06.359 | 14 | 0076 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:06.588 | 14 | 0077 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:06.839 | 14 | 0078 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:07.090 | 14 | 0079 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -55"
"22:18:07.342 | 14 | 0080 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:07.577 | 14 | 0081 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:07.829 | 14 | 0082 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:08.065 | 14 | 0083 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:08.300 | 14 | 0084 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:08.567 | 14 | 0085 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:08.803 | 14 | 0086 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:09.069 | 14 | 0087 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:09.305 | 14 | 0088 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:09.587 | 14 | 0089 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:09.791 | 14 | 0090 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:10.042 | 14 | 0091 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:10.277 | 14 | 0092 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:10.513 | 14 | 0093 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:10.796 | 14 | 0094 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:11.047 | 14 | 0095 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:18:11.299 | 14 | 0096 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -56"
"22:18:11.535 | 14 | 0097 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -55"
"22:18:11.786 | 14 | 0098 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
"22:18:12.021 | 14 | 0099 | 91 9b 2b 1c 59 a4 2d 06 10 5e a4 f2 94 3c 05 17 8e 59  |  -54"
